num_similar_relevant,num_similar_irrelevant,similarity_threshold_relevant,similarity_threshold_irrelevant,true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score
3,1,0.6,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
3,1,0.6,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
3,1,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
3,2,0.6,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
3,2,0.6,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
3,2,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
3,3,0.6,0.6,38,65,31,10,0.715277778,0.550724638,0.791666667,0.64957265
3,3,0.6,0.7,38,65,31,10,0.715277778,0.550724638,0.791666667,0.64957265
3,3,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
3,4,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
3,5,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,1,0.6,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,1,0.6,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,1,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,2,0.6,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,2,0.6,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,2,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,3,0.6,0.6,38,65,31,10,0.715277778,0.550724638,0.791666667,0.64957265
4,3,0.6,0.7,38,65,31,10,0.715277778,0.550724638,0.791666667,0.64957265
4,3,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,4,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,5,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,1,0.6,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,1,0.6,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,1,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,2,0.6,0.6,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,2,0.6,0.7,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,2,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,3,0.6,0.6,38,65,31,10,0.715277778,0.550724638,0.791666667,0.64957265
5,3,0.6,0.7,38,65,31,10,0.715277778,0.550724638,0.791666667,0.64957265
5,3,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,4,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
5,5,0.6,0.8,37,66,30,11,0.715277778,0.552238806,0.770833333,0.643478261
4,1,0.7,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,1,0.7,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,1,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,2,0.7,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,2,0.7,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,2,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,3,0.7,0.6,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
4,3,0.7,0.7,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
4,3,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,4,0.6,0.6,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
4,4,0.6,0.7,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
4,4,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
4,5,0.6,0.7,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
4,5,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,1,0.7,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,1,0.7,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,1,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,2,0.7,0.6,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,2,0.7,0.7,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,2,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,3,0.7,0.6,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
5,3,0.7,0.7,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
5,3,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,4,0.6,0.6,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
5,4,0.6,0.7,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
5,4,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
5,5,0.6,0.7,38,64,32,10,0.708333333,0.542857143,0.791666667,0.644067797
5,5,0.7,0.8,37,65,31,11,0.708333333,0.544117647,0.770833333,0.637931034
3,4,0.6,0.6,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
3,4,0.6,0.7,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
3,5,0.6,0.7,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
4,4,0.7,0.6,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
4,4,0.7,0.7,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
4,5,0.7,0.7,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
5,4,0.7,0.6,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
5,4,0.7,0.7,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
5,5,0.6,0.6,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
5,5,0.7,0.7,38,63,33,10,0.701388889,0.535211268,0.791666667,0.638655462
1,1,0.6,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.6,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,1,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.6,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.6,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,2,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,3,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,3,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,3,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,4,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,4,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,4,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,5,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,5,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,5,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.6,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.6,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,1,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.6,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.6,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,2,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,3,0.6,0.6,38,62,34,10,0.694444444,0.527777778,0.791666667,0.633333333
2,3,0.6,0.7,38,62,34,10,0.694444444,0.527777778,0.791666667,0.633333333
2,3,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,3,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,3,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,4,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,4,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,4,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,5,0.6,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,5,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
2,5,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,1,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,1,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,1,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,1,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,1,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,1,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,2,0.7,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,2,0.7,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,2,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,2,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,2,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,2,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,3,0.7,0.6,38,62,34,10,0.694444444,0.527777778,0.791666667,0.633333333
3,3,0.7,0.7,38,62,34,10,0.694444444,0.527777778,0.791666667,0.633333333
3,3,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,3,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,4,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,4,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,5,0.7,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
3,5,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
4,1,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
4,1,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
4,1,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
4,2,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
4,2,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
4,2,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
4,3,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
4,4,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
4,5,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
5,1,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
5,1,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
5,1,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
5,2,0.8,0.6,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
5,2,0.8,0.7,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
5,2,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
5,3,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
5,4,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
5,5,0.8,0.8,37,63,33,11,0.694444444,0.528571429,0.770833333,0.627118644
1,3,0.6,0.6,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
1,3,0.6,0.7,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
1,3,0.7,0.6,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
1,3,0.7,0.7,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
1,3,0.8,0.6,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
1,3,0.8,0.7,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
2,3,0.7,0.6,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
2,3,0.7,0.7,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
2,3,0.8,0.6,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
2,3,0.8,0.7,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
3,3,0.8,0.6,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
3,3,0.8,0.7,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
4,3,0.8,0.6,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
4,3,0.8,0.7,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
4,5,0.6,0.6,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
5,3,0.8,0.6,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
5,3,0.8,0.7,38,61,35,10,0.6875,0.520547945,0.791666667,0.628099174
1,4,0.6,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
1,4,0.6,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
1,4,0.7,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
1,4,0.7,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
1,4,0.8,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
1,4,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
1,5,0.6,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
1,5,0.7,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
1,5,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,4,0.6,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,4,0.6,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,4,0.7,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,4,0.7,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,4,0.8,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,4,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,5,0.6,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,5,0.7,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,5,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
3,4,0.7,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
3,4,0.7,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
3,4,0.8,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
3,4,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
3,5,0.6,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
3,5,0.7,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
3,5,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
4,4,0.8,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
4,4,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
4,5,0.7,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
4,5,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
5,4,0.8,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
5,4,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
5,5,0.7,0.6,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
5,5,0.8,0.7,38,60,36,10,0.680555556,0.513513514,0.791666667,0.62295082
2,5,0.6,0.6,38,57,39,10,0.659722222,0.493506494,0.791666667,0.608
3,5,0.7,0.6,38,57,39,10,0.659722222,0.493506494,0.791666667,0.608
1,5,0.6,0.6,38,56,40,10,0.652777778,0.487179487,0.791666667,0.603174603
1,5,0.7,0.6,38,56,40,10,0.652777778,0.487179487,0.791666667,0.603174603
1,5,0.8,0.6,38,56,40,10,0.652777778,0.487179487,0.791666667,0.603174603
2,5,0.7,0.6,38,56,40,10,0.652777778,0.487179487,0.791666667,0.603174603
2,5,0.8,0.6,38,56,40,10,0.652777778,0.487179487,0.791666667,0.603174603
3,5,0.8,0.6,38,56,40,10,0.652777778,0.487179487,0.791666667,0.603174603
4,5,0.8,0.6,38,56,40,10,0.652777778,0.487179487,0.791666667,0.603174603
5,5,0.8,0.6,38,56,40,10,0.652777778,0.487179487,0.791666667,0.603174603
